game_id	home_team_id	away_team_id	date	neutral_site	game_link
4673419	0	61	12/08/2018	0	http://stats.ncaa.org/game/index/4673419
4689166	0	463	01/21/2019	0	http://stats.ncaa.org/game/index/4689166
4678355	464	0	12/28/2018	0	http://stats.ncaa.org/game/index/4678355
4677191	295	0	11/27/2018	0	http://stats.ncaa.org/game/index/4677191
4672677	2	0	12/08/2018	0	http://stats.ncaa.org/game/index/4672677
4666347	0	283	11/24/2018	0	http://stats.ncaa.org/game/index/4666347
4688201	61	0	01/19/2019	0	http://stats.ncaa.org/game/index/4688201
4662183	0	229	11/17/2018	1	http://stats.ncaa.org/game/index/4662183
4688207	0	698	01/19/2019	0	http://stats.ncaa.org/game/index/4688207
4688206	693	0	01/19/2019	0	http://stats.ncaa.org/game/index/4688206
4704533	136	0	02/14/2019	0	http://stats.ncaa.org/game/index/4704533
4655868	575	0	11/09/2018	0	http://stats.ncaa.org/game/index/4655868
4694044	0	505	02/01/2019	0	http://stats.ncaa.org/game/index/4694044
4707655	0	172	02/16/2019	0	http://stats.ncaa.org/game/index/4707655
4668851	667	0	11/29/2018	0	http://stats.ncaa.org/game/index/4668851
4704588	0	440	02/14/2019	0	http://stats.ncaa.org/game/index/4704588
4704587	732	0	02/14/2019	0	http://stats.ncaa.org/game/index/4704587
4701991	0	260	01/31/2019	0	http://stats.ncaa.org/game/index/4701991
4704581	758	0	02/14/2019	0	http://stats.ncaa.org/game/index/4704581
4704580	464	0	02/14/2019	0	http://stats.ncaa.org/game/index/4704580
4683659	308	0	01/10/2019	0	http://stats.ncaa.org/game/index/4683659
4681921	0	30024	01/05/2019	0	http://stats.ncaa.org/game/index/4681921
4682754	0	704	11/14/2018	0	http://stats.ncaa.org/game/index/4682754
4677130	308	0	12/20/2018	0	http://stats.ncaa.org/game/index/4677130
4667977	0	254	11/28/2018	0	http://stats.ncaa.org/game/index/4667977
4710447	472	0	02/19/2019	0	http://stats.ncaa.org/game/index/4710447
4683650	0	1320	01/10/2019	0	http://stats.ncaa.org/game/index/4683650
4693821	315	0	01/31/2019	0	http://stats.ncaa.org/game/index/4693821
4669564	0	485	12/01/2018	0	http://stats.ncaa.org/game/index/4669564
4667820	0	702	11/27/2018	0	http://stats.ncaa.org/game/index/4667820
4667821	0	632	11/27/2018	0	http://stats.ncaa.org/game/index/4667821
4676020	0	1092	12/17/2018	0	http://stats.ncaa.org/game/index/4676020
4676021	0	287	12/17/2018	0	http://stats.ncaa.org/game/index/4676021
4695294	545	0	02/02/2019	0	http://stats.ncaa.org/game/index/4695294
4665786	534	0	11/23/2018	0	http://stats.ncaa.org/game/index/4665786
4713622	0	474	02/23/2019	0	http://stats.ncaa.org/game/index/4713622
4681872	473	0	01/05/2019	0	http://stats.ncaa.org/game/index/4681872
4678750	366	0	12/29/2018	0	http://stats.ncaa.org/game/index/4678750
4687146	702	0	01/17/2019	0	http://stats.ncaa.org/game/index/4687146
4713626	0	464	02/23/2019	0	http://stats.ncaa.org/game/index/4713626
4659561	0	149	11/13/2018	0	http://stats.ncaa.org/game/index/4659561
4678530	251	0	12/29/2018	0	http://stats.ncaa.org/game/index/4678530
4706494	732	0	02/16/2019	0	http://stats.ncaa.org/game/index/4706494
4687897	164	0	01/19/2019	0	http://stats.ncaa.org/game/index/4687897
4686239	257	0	01/15/2019	0	http://stats.ncaa.org/game/index/4686239
4687323	0	631	01/17/2019	0	http://stats.ncaa.org/game/index/4687323
4687322	541	0	01/17/2019	0	http://stats.ncaa.org/game/index/4687322
4683916	0	670	01/10/2019	0	http://stats.ncaa.org/game/index/4683916
4678538	0	691	12/29/2018	0	http://stats.ncaa.org/game/index/4678538
4687329	0	415	12/04/2018	0	http://stats.ncaa.org/game/index/4687329
4688230	0	222	01/19/2019	0	http://stats.ncaa.org/game/index/4688230
4699524	0	302	02/09/2019	0	http://stats.ncaa.org/game/index/4699524
4666268	0	352	11/24/2018	0	http://stats.ncaa.org/game/index/4666268
4665959	0	30135	11/24/2018	1	http://stats.ncaa.org/game/index/4665959
4669628	0	466	12/01/2018	0	http://stats.ncaa.org/game/index/4669628
4678188	0	1157	12/28/2018	0	http://stats.ncaa.org/game/index/4678188
4695403	381	0	02/02/2019	0	http://stats.ncaa.org/game/index/4695403
4666373	473	0	11/24/2018	0	http://stats.ncaa.org/game/index/4666373
4696186	183	0	02/03/2019	0	http://stats.ncaa.org/game/index/4696186
4670978	234	0	12/03/2018	0	http://stats.ncaa.org/game/index/4670978
4670979	441	0	12/03/2018	0	http://stats.ncaa.org/game/index/4670979
4675880	0	175	11/22/2018	1	http://stats.ncaa.org/game/index/4675880
4705183	0	606	02/15/2019	0	http://stats.ncaa.org/game/index/4705183
4679415	331	0	12/31/2018	0	http://stats.ncaa.org/game/index/4679415
4681907	0	315	01/05/2019	0	http://stats.ncaa.org/game/index/4681907
4677750	0	572	12/22/2018	1	http://stats.ncaa.org/game/index/4677750
4681903	173	0	01/05/2019	0	http://stats.ncaa.org/game/index/4681903
4677755	0	328	12/22/2018	0	http://stats.ncaa.org/game/index/4677755
4680459	446	0	01/03/2019	0	http://stats.ncaa.org/game/index/4680459
4667175	94	0	11/09/2018	0	http://stats.ncaa.org/game/index/4667175
4670406	0	355	11/19/2018	0	http://stats.ncaa.org/game/index/4670406
4676936	96	0	12/19/2018	0	http://stats.ncaa.org/game/index/4676936
4656013	536	0	11/09/2018	0	http://stats.ncaa.org/game/index/4656013
4681908	66	0	01/05/2019	0	http://stats.ncaa.org/game/index/4681908
4670994	0	482	11/30/2018	0	http://stats.ncaa.org/game/index/4670994
4677555	173	0	12/22/2018	0	http://stats.ncaa.org/game/index/4677555
4713979	14	0	02/23/2019	0	http://stats.ncaa.org/game/index/4713979
4670990	368	0	11/10/2018	0	http://stats.ncaa.org/game/index/4670990
4677226	0	503	12/20/2018	0	http://stats.ncaa.org/game/index/4677226
4715591	0	261	02/23/2019	0	http://stats.ncaa.org/game/index/4715591
4681306	0	127	01/05/2019	0	http://stats.ncaa.org/game/index/4681306
4681303	0	140	01/05/2019	0	http://stats.ncaa.org/game/index/4681303
4686128	0	768	01/15/2019	0	http://stats.ncaa.org/game/index/4686128
4711080	0	726	02/21/2019	0	http://stats.ncaa.org/game/index/4711080
4677579	251	0	12/22/2018	0	http://stats.ncaa.org/game/index/4677579
4676430	536	0	12/18/2018	0	http://stats.ncaa.org/game/index/4676430
4693118	0	287	01/30/2019	0	http://stats.ncaa.org/game/index/4693118
4688483	0	472	01/19/2019	0	http://stats.ncaa.org/game/index/4688483
4669193	1068	0	11/27/2018	0	http://stats.ncaa.org/game/index/4669193
4678224	771	0	12/28/2018	0	http://stats.ncaa.org/game/index/4678224
4686123	519	0	01/15/2019	0	http://stats.ncaa.org/game/index/4686123
4686124	0	587	01/15/2019	0	http://stats.ncaa.org/game/index/4686124
4686125	0	635	01/15/2019	0	http://stats.ncaa.org/game/index/4686125
4665643	0	670	11/23/2018	1	http://stats.ncaa.org/game/index/4665643
4682329	0	314	01/05/2019	0	http://stats.ncaa.org/game/index/4682329
4692468	0	51	01/28/2019	0	http://stats.ncaa.org/game/index/4692468
